Alphabet,Eponym,Eponym_easy,Eponym_easy_yr,Topic,Disease,Eponym_strip,Who,Who_B,Surname,Region_A1,RegionOfEponym_A1,Where,Author_1_Role,Operation,WhoNamedIt,Author_1,Year,Year_str,Sex_A1,CityOfEponym_A1,Lat_A1,Long_A1,Continent_A1,CountryOfEponym_A1,CountryOfEponym_easy,ISO_country_A1,Author_2,Sex_A2,Lat_A2,Long_A2,Class,Subclass,Type_bed_scar,Type_op_cut,Type_short,Type,Type_1,ExamSpec,ExamFav,Pubmed_results,Google_results,GxP,Log2_GxP,Log10_GxP,Societies,ICD11,PMID,Ref,journal,journal_short,journal_name,Journal_Spec,History,Description,WNI_link,Ref_site,Pubmed,Wiki_link,ICD11_link,TMS_link,Manufacturer,Eponymictionary
F,Frey procedure,Frey procedure,1987 - Frey procedure,HPB,Chronic Pancreatitis,Frey,Charles Frederick Frey,**Charles Frederick Frey**,Frey,California,California,"**Sacramento, California, USA**",Doctor_Surgeon,Pancreatic surgery,No,Charles Frederick Frey,1987,**1987**,M,Sacramento,38.555088,-121.456298,North America,USA,USA,USA,,,,,Pancreas,Pancreas,1,1,Operations,Operations,,,,131,19700,2580700,21.29933101,6.411737522,,No,3438308,"Frey CF, Smith GJ. **Description and rationale of a new operation for chronic pancreatitis**. _Pancreas_. 1987; 2(6): 701-707",Pancreas,Pancreas,_Journal_: **Pancreas**,,,,,,https://pubmed.ncbi.nlm.nih.gov/3438308/,https://en.wikipedia.org/wiki/Frey%27s_procedure,,,,
G,Galen's loop,Galen's loop,200 - Galen's loop,"Endocrine,ENT",,Galen,Claudius Galenus,**Claudius Galenus**,Galen,Rome,Rome,"**Rome, Italy**",Doctor_Physician,Thyroid / Parathyroid surgery,No,Claudius Galenus,200,**200 AD** approximately,M,Rome,41.89245,12.48794,Europe,Italy,Italy,ITA,,,,,,,1,1,Anatomy,Anatomy,Neck,,No,1,6080,6080,12.56985561,3.783903579,,No,,,,,,,,,,,,,,,,
G,Gambee suture,Gambee suture,1951 - Gambee suture,"Colorectal,Emergency Surgery,General Surgery,",,Gambee,Louis P Gambee,**Louis P Gambee**,Gambee,Oregon,Oregon,"**Portland, Oregan, USA**",Doctor_Surgeon,"Small bowel resection,Colectomy",,Louis P Gambee,1951,**1951**,M,Portland,45.498917,-122.68875,North America,USA,USA,USA,,,,,,,1,1,Techniques,Surgical Maneuvers & Techniques,,,No,14,3430,48020,15.55134778,4.681422156,,No,,Gambee LP. **A single-layer open intestinal anastomosis applicable to the small as well as the large intestine**. _West J Surg_. 1951; 59: 1-5,,,,,,,,,,,,,,
G,Gardner syndrome,Gardner syndrome,1951 - Gardner syndrome,"Colorectal,General Surgery,Endocrine,HPB","Cancer - All,Colorectal Cancer,",Gardner,Eldon J Gardner,**Eldon J Gardner**,Gardner,Utah,Utah,"**Salt Lake City, Utah, USA**",Doctor_Geneticist,"Colectomy,Rectal surgery",,Eldon J Gardner,1951,**1951**,M,Salt Lake City,40.76476,-111.84206,North America,USA,USA,USA,,,,,,,1,1,Syndromes,Syndromes,,"Colorectal,All Specialties,General Surgery",Yes,900,143000,128700000,26.93943681,8.109578547,,Yes,,"Gardner EJ. **A genetic and clinical study of intestinal polyposis, a predisposing factor for carcinoma of the colon and rectum**. _Am J Hum Genet_. 1951; 3(2): 167-176",,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/14902760/,https://en.wikipedia.org/wiki/Gardner%27s_syndrome,https://icd.who.int/browse11/l-m/en#/http://id.who.int/icd/entity/1428130769,,,
G,Ghillebert probability estimate,Ghillebert probability estimate,1990 - Ghillebert probability estimate,Oesophagogastric,"GORD,GERD,Reflux",Ghillebert,Gilbert Ghillebert,**Gilbert Ghillebert**,Ghillebert,Leuven,Leuven,"**Leuven, Belgium**",Doctor_Physician,Antireflux surgery,No,Gilbert Ghillebert,1990,**1990**,M,Leuven,50.87919,4.67631,Europe,Belgium,Belgium,BEL,,,,,Oesophagogastric,Oesophagus,1,1,Scores,Scores,,,No,4,295,1180,10.20457114,3.071882007,,No,,"Ghillebert G, Janssens J, Vantrappen G, Nevens F, Piessens J. **Ambulatory 24 hour intraoesophageal pH and pressure recordings v provocation tests in the diagnosis of chest pain of oesophageal origin**. _Gut_. 1990; 31(7): 738-744",,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/2370009/,,,,,
G,Gigot classification,Gigot classification,1997 - Gigot classification,HPB,Polycystic Liver Disease,Gigot,Jean-François Gigot,**Jean-François Gigot**,Gigot,Brussels,Brussels,"**Brussels, Belgium**",Doctor_Physician,Liver surgery,No,Jean-François Gigot,1997,**1997**,M,Brussels,50.852056,4.452361,Europe,Belgium,Belgium,BEL,,,,,HPB,Liver,1,1,Scores,Scores,Abdomen,,No,3,578,1734,10.75988818,3.239049093,,No,,Gigot JF. **Adult polycystic liver disease: is fenestration the most adequate operation for long-term management?** _Ann Surg_. 1997; 225(3): 286-294,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1190679/pdf/annsurg00025-0052.pdf,https://pubmed.ncbi.nlm.nih.gov/9060585/,,,,,
G,Gilbert's sutureless repair,Gilbert's sutureless repair,1992 - Gilbert's sutureless repair,"Hernia,","Hernia,Inguinal Hernia",Gilbert,Arthur I Gilbert,**Arthur I Gilbert**,Gilbert,Florida,Florida,"**Miami, Floria, USA**",Doctor_Surgeon,Inguinal hernia repair - Open,No,Arthur I Gilbert,1992,**1992**,M,Miami,25.7025,-80.29454,North America,USA,USA,USA,,,,,General,Hernia,1,1,Operations,Operations,Groin,,No,1,237,237,7.888743249,2.374748346,,No,,Gilbert AI. **Sutureless repair of inguinal hernia**. _Am J Surg_. 1992; 163(3): 331-335,"Am J Surg,The American Journal of Surgery,American Journal of Surgery,",Am J Surg,_Journal_: **The American Journal of Surgery** (Am J Surg),,,,,https://www.americanjournalofsurgery.com/article/0002-9610(92)90015-J/pdf#secd8571779e41,https://pubmed.ncbi.nlm.nih.gov/1539767/,,,,,
G,Gilbert's syndrome,Gilbert's syndrome,1901 - Gilbert's syndrome,HPB,Jaundice,Gilbert,Augustin Nicolas Gilbert,**Augustin Nicolas Gilbert**,Gilbert,Île-de-France,Paris,"**Paris, France**",Doctor_Physician,,Yes,Augustin Nicolas Gilbert,1901,**1901**,M,Paris,48.854665,2.348808,Europe,France,France,FRA,,,,,Liver,Liver,1,1,Syndromes,Syndromes,Abdomen,,No,918,255000,234090000,27.80248806,8.369382862,,Yes,,Gilbert A. **La cholémie simple familiale**. _Semaine Médicale_. 1901; 21: 241-243,La Semaine Médicale,La Semaine Médicale,_Journal_: **La Semaine Médicale**,,,,https://www.whonamedit.com/synd.cfm/2877.html,,,,https://icd.who.int/browse11/l-m/en#/http://id.who.int/icd/entity/1947520963,,,
G,Gleason score,Gleason score,1966 - Gleason score,Urology,"Cancer - All,Prostate Cancer",Gleason,Donald Floyd Gleason,**Donald Floyd Gleason**,Gleason,Minnesota,Minnesota,"**Minneapolis, Minnesota, USA**",,Prostatectomy,No,Donald Floyd Gleason,1966,**1966**,M,Minneapolis,44.90174,-93.20522,North America,USA,USA,USA,,,,,,,1,1,Scores,Scores,Pelvis,"Urology,All Specialties",Yes,10562,994000,10498628000,33.28948175,10.02113255,,No,,Gleason DF. **Classification of prostatic carcinomas**. _Cancer Chemother Rep_. 1966; 50(3): 125-128,"Cancer Chemotherapy Reports,Cancer Chemother Rep,",Cancer Chemother Rep,_Journal_: **Cancer Chemotherapy Reports** (Cancer Chemother Rep),,,,,,,,,,,
G,Goodsall rule,Goodsall rule,1900 - Goodsall rule,Colorectal,"Inflammatory Bowel Disease,IBD,Crohn's Disease,Fistula,Inflammation",Goodsall,David Henry Goodsall,**David Henry Goodsall**,Goodsall,England,London,"**London, England, UK**",Doctor,Anal surgery,No,David Henry Goodsall,1900,**1900**,M,London,51.5759,-0.32011,Europe,UK,UK,GBR,,,,,Colorectal,Anus,1,1,Concept,Concept,,"Colorectal,All Specialties",Yes,13,5590,72670,16.14907229,4.86135516,,No,,,,,,"Colorectal,All",,"<p style=""text-align:justify"">The Goodsall's rule relates the external opening (in the perianal skin) of an anal fistula to its internal operning (in the anal canal). It states that if the perianal skin opening is posterior to the transverse anal line, the fitulous tract will open into the anal canal in the midline posteriorly, sometimes taking a curvilinear course.",,,,https://en.wikipedia.org/wiki/Goodsall%27s_rule,,,,
G,Graafian follicles,Graafian follicles,1672 - Graafian follicles,Gynaecology,"Ovarian Cancer,Ovarian Cyst Rupture,Ectopic Pregnancy,",Graaf,Reinier de Graaf,**Reinier de Graaf**,,Netherlands,Delft,"**Delft, Netherlands**",Doctor_Physician,"Oophorectomy,Salpingectomy,",No,Reinier de Graaf,1672,**1672**,M,Delft,51.99889,4.34249,Europe,Netherlands,Netherlands,NLD,,,,,Gynaecology,Ovary,1,1,Physiology,Physiology,Pelvis,"Gynaecology,Obstetrics,All Specialties",Yes,396,139000,55044000,25.71408198,7.740709986,,No,,"De Graaf R. **De mulierum organis generationi inservientibus tractatus novus**. Ex officina Hackiana, Lugd. Batav. 1672",,,,,,"De Graaf R. De mulierum organis generationi inservientibus tractatus novus. Ex officina Hackiana, Lugd. Batav. 1672",,https://archive.org/details/BIUSante_34292/page/n3/mode/2up,,https://en.wikipedia.org/wiki/Ovarian_follicle,,,,
G,Graham patch,Graham patch,1937 - Graham patch,"Emergency Surgery,Oesophagogastric","Peptic Ulcer Disease,Perforation",Graham patch,Roscoe Reid Graham,**Roscoe Reid Graham**,Graham,Ontario,Toronto,"**Toronto, Canada**",Doctor_Surgeon,Duodenal surgery,No,Roscoe Reid Graham,1937,**1937**,M,Toronto,43.6585,-79.3888,North America,Canada,Canada,CAN,,,,,Oesophagogastric,Duodenum,1,1,Operations,Operations,,"Oesophagogastric,General Surgery,All Specialties",Yes,27,7350,198450,17.59841604,5.297651103,,No,,Graham R. **The treatment of perforated duodenal ulcers**. _Surg Gynecol Obstet_. 1937; 64: 235-238,"Surg Gynaecol Obstet,Surgery Gynaecology & Obstetrics",Surg Gynaecol Obstet,"_Journal_: **Surgery, Gynaecology & Obstetrics** (Surg Gynaecol Obstet)","Oesophagogastric,General Surgery,All",,,,,,https://en.wikipedia.org/wiki/Graham_patch,,,,
G,Grassi (the 'criminal nerve' of),Criminal nerve of Grassi,1977 - Criminal nerve of Grassi,Oesophagogastric,Peptic Ulcer Disease,Grassi,Giuseppe Grassi,**Giuseppe Grassi**,Grassi,Lazio,Rome,"**Rome, Italy**",Doctor_Surgeon,Peptic ulcer surgery,No,Giuseppe Grassi,1977,**1977**,M,Rome,41.8856,12.5023,Europe,Italy,Italy,ITA,,,,,Stomach,Stomach,1,1,Anatomy,Anatomy,Abdomen,,,1,6510,6510,12.66844183,3.813580989,,No,,,,,,,,"<p style=""text-align:justify"">The first branch of the posterior trunk, innervates the gastric fundus. Failure to divide this nerve during an acid-reducing surgery. Grassi G. Anatomy of the ‘criminal branch’ of the vagus and its surgical implications. In: Surgery of the stomach and duodenum. 3rd ed. Nyhus LM, Wastell C. Boston: Little, Brown & Co; 1977; 60 ",,,,,,,,
G,Graves disease,Graves disease,1835 - Graves disease,Endocrine,"Inflammation,Graves Disease",Graves,Robert James Graves,**Robert James Graves**,Graves,County Dublin,Dublin,"**Dublin, Ireland**",Doctor_Surgeon,"Thyroid / Parathyroid surgery,Thyroidectomy",Yes,Robert James Graves,1835,**1835**,M,Dublin,53.3437,-6.2559,Europe,Ireland,Ireland,IRL,,,,,Endocrine,(Para)thyroid,1,1,Pathology,Pathology,,"Endocrine,General Surgery,All Specialties",Yes,19249,6330000,1.22E+11,36.82626995,11.08581188,,Yes,,Graves RJ. **Clinical Lectures**.  _Lon Med Surg J_. 1835; 7: 516-517,"Lon Med Surg J,London Medical and Surgical Journal",Lon Med Surg J,_Journal_: **London Medical and Surgical Journal** (Lon Med Surg J),"Endocrine,General Surgery,All",,"<p style=""text-align:justify"">Graves' disease, is the eponymous term for autoimmune hyperthyroidism (or 'toxic diffuse goiter'), and is caused by a genetic predisposition to developing stimulating thyroid autoantibodies. Long-term consequences of hyperthyroidsim include increased cardiovascular morbidity and mortality and bone-related complications, including osetoporosis [NG145].<br>Graves 1835 <br>www.nice.org.uk/guidance/ng145 <br>(The School of Medicine at the University of Dublin originally situated at the site of the current Berkeley Library).</p>",https://www.whonamedit.com/synd.cfm/1517.html,,,https://en.wikipedia.org/wiki/Graves%27_disease,https://icd.who.int/browse11/l-m/en#/http://id.who.int/icd/entity/713028385,,,
G,Grey Turner's sign,Grey Turner's sign,1919 - Grey Turner's sign,"HPB,General Surgery,Emergency Surgery",Acute Pancreatitis,Grey Turner,G Grey Turner,**G Grey Turner**,Grey Turner,Newcastle upon Tyne,Newcastle upon Tyne,"**Newcastle upon Tyne, England, UK**",Doctor_Surgeon,,Yes,G Grey Turner,1919,**1919**,M,Newcastle upon Tyne,54.9793,-1.6195,Europe,UK,UK,GBR,,,,,Pancreas,Pancreas,1,1,Signs,Signs,Flank,"General Surgery,HPB,All Specialties,",Yes,8,25200,201600,17.62113611,5.304490528,,No,,Grey Turner G. **Local discoloration of the abdominal wall as a sign of acute pancreatitis**. _Br J Surg_. 1919; 394-395,"Br J Surg,BJS,British Journal of Surgery,",BJS,"_Journal_: **British Journal of Surgery** (BJS, Br J Surg)",,,,http://www.whonamedit.com/synd.cfm/3347.html,,,https://en.wikipedia.org/wiki/Grey_Turner%27s_sign,,,,
G,Guedel airway,Guedel airway,1933 - Guedel airway,Anaesthetics,Airway Obstruction,Guedel,Arthur Ernest Guedel,**Arthur Ernest Guedel**,Guedel,California,California,"**Beverly Hills, California, USA**",Doctor_Anaesthetist,Anaesthesia,No,Arthur E Guedel,1933,**1933**,M,Beverly Hills,34.07158,-118.40873,North America,USA,USA,USA,,,,,,,1,1,Instruments,Instruments,,,No,90,106000,9540000,23.18555784,6.979548375,,No,,Guedel AE. **A nontraumatic pharyngeal airway**. _JAMA_. 1933; 100(23): 1862,,,,,,,,https://jamanetwork.com/journals/jama/fullarticle/243435,,,,,,
G,Gurvits syndrome,Gurvits syndrome,2007 - Gurvits syndrome,Oesophagogastric,"Oesophageal Necrosis,Chest Pain,",Gurvits,Grigoriy E Gurvits,**Grigoriy E Gurvits**,Gurvits,New York,New York,"**Manhattan, New York, USA**",Doctor_Physician,Endoscopy,No,Grigoriy E Gurvits,2007,**2007**,M,New York,40.73646,-74.00068,North America,USA,USA,USA,,,,,Oesophagogastric,Oesophagus,1,1,Syndromes,Syndromes,,,,9,704,6336,12.62935662,3.801815169,,No,17322991,"Gurvits GE, Shapsis A, Lau N, Gualtieri N, Robilotti JG. **Acute esophageal necrosis: A rare syndrome**. _J Gastroenterol_. 2007; 42(1): 29-38","J Gastroenterol,Journal of Gastroenterology",J Gastroenterol,_Journal_: **Journal of Gastroenterology** (J Gastroenterol),,,,,,https://pubmed.ncbi.nlm.nih.gov/17322991/,,,,,
G,Gustilo Anderson classification,Gustilo Anderson classification,1976 - Gustilo Anderson classification,"Orthopaedics,Trauma",Fracture,Gustilo Anderson,Ramón B Gustilo & John T Anderson,**Ramón B Gustilo** & **John T Anderson**,Gustillo Anderson,Minnesota,Minnesota,"**Minneapolis, Minnesota, USA**",Doctor_Surgeon,Fracture fixation,No,Ramón B Gustilo,1976,**1976**,M,Minneapolis,44.97217,-93.26238,North America,USA,USA,USA,John T Anderson,,,,Bones,Bones,1,1,Scores,Scores,,"Orthopaedics,All Specialties,Trauma",Yes,69,11600,800400,19.61036164,5.90330708,,No,,"Gustilo RB, Anderson JT. **Prevention of infection in the treatment of one thousand and twenty-five open fractures of long bones: retrospective and prospective analyses**. _J Bone Joint Surg Am_. 1976; 58(4): 453-458",,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/773941/,https://en.wikipedia.org/wiki/Gustilo_open_fracture_classification,,,,
H,Haggitt classification,Haggitt classification,1985 - Haggitt classification,Colorectal,"Colorectal Cancer,",Haggitt,Rodger C Haggitt,**Rodger C Haggitt**,Haggitt,Tennessee,Tennessee,"**Memphis, Tennessee, USA**",Doctor_Pathologist,"Colectomy,Rectal surgery",No,Rodger C Haggitt,1985,**1985**,M,Memphis,35.12919,-89.86147,North America,USA,USA,USA,,,,,,,1,1,Scores,Scores,,"Colorectal,All Specialties",Yes,20,5540,110800,16.75759836,5.04453976,,No,,"Haggitt RC, Glotzbach RE, Soffer EE, Wruble LD. **Prognostic factors in colorectal carcinomas arising in adenomas: implications for lesions removed by endoscopic polypectomy**. _Gastroenterology_ 1985; 89(2): 328-336",Gastroenterology,Gastroenterology,_Journal_: **Gastroenterology**,,,,,,https://pubmed.ncbi.nlm.nih.gov/4007423/,,,,,
H,Hartmann's operation,Hartmann's operation,1923 - Hartmann's operation,Colorectal,"Stoma,Sepsis,Diverticulitis,Colorectal Cancer,Cancer - All",Hartmann's,Henri A C A Hartmann,**Henri A C A Hartmann**,Hartmann,Île-de-France,Paris,"**Paris, France**",Doctor_Surgeon,"Colectomy,Stoma",Yes,Henri A C A Hartmann,1923,**1923**,M,Paris,48.85439,2.3485,Europe,France,France,FRA,,,,,Colorectal,Rectum,Incisions,1,Operations,Operations,,"General Surgery,Colorectal,All Specialties",Yes,226,16600,3751600,21.83907458,6.574216527,,No,,Hartmann H. **Note sur un procede nouveau d'extirpation des cancers de la partie terminale due colon**. _Bull Mem Soc Chir Paris_ 1923; 49: 1474-1477,"Bull Mem Soc Chir Paris,Bulletin et Memoires de la Soc de Chir de Paris",Bull Mem Soc Chir Paris,_Journal_: **Bulletins et Memoires de la Societe de Chirurgie de Paris**,"General Surgery,Colorectal,All",,"Resection of primary rectal cancer with permanent colostomy. The lower part of the sigmoid or the upper part of the rectum is resected distal to the neoplasm. The bowel is then divided in the region of the descending colon. After the intervening segment of bowel has been removed, the proximal end of the descending colon is brought to the surface, as in the performance of a single-barrelled colostomy. The proximal end of the distal segment is oversewn and left in place leaving a blind rectal pouch.<br>Hartmann H, Quenu E. Chirurgie du rectum. Paris: Steinheil, 1931/1921?.",https://www.whonamedit.com/synd.cfm/3068.html,,,https://en.wikipedia.org/wiki/Hartmann's_operation,,,,
H,Hartmann's pouch,Hartmann's pouch,1891 - Hartmann's pouch,HPB,Gallstone Disease,Hartmann's,Henri A C A Hartmann,**Henri A C A Hartmann**,Hartmann,Île-de-France,Paris,"**Paris, France**",Doctor_Surgeon,Cholecystectomy,Yes,Henri A C A Hartmann,1891,**1891**,M,Paris,48.85439,2.3483,Europe,France,France,FRA,,,,,Biliary,Biliary,1,1,Anatomy,Anatomy,Abdomen,"General Surgery,HPB,All Specialties",Yes,92,19400,1784800,20.76733099,6.251589557,,No,No,,,,,"General Surgery,HPB,All",,"<p style=""text-align:justify"">A spheroid or conical out-pouching of the wall of the gallbladder at the junction of the neck of the gallbladder and the cystic duct. It was thought to be due to the lodging of a single large gallstone in this location for a long period of time.</p> <p style=""text-align:justify"">Quelques points de l’anatomie et de la chirurgie des voies biliaires. Bulletin de la Société anatomique de Paris, 1891. 5 sér., 5, pages</p>",https://www.whonamedit.com/synd.cfm/3069.html,,,https://en.wikipedia.org/wiki/Henri_Albert_Hartmann,,,,
H,Hartmann's solution,Hartmann's solution,1932 - Hartmann's solution,Anaesthetics,"Hypovolaemia,Shock",Hartmann's,Alexis F Hartmann,**Alexis F Hartmann**,Hartmann,Missouri,Missouri,"**St. Louis, Missouri, USA**",Doctor_Paediatrician,,No,Alexis F Hartmann,1932,**1932**,M,St. Louis,38.63641,-90.26419,North America,USA,USA,USA,,,,,General,General,1,1,IV Fluids,Medications & Fluids,,,No,190,62400,11856000,23.49911402,7.073938191,,No,,"Hartmann AF, Senn MJE. **Studies in the metabolism of sodium r-lactate. I. Response of normal human subjects to the intravenous injection of sodium r-lactate**. _J Clin Invest_. 1932; 11(2): 327-335",,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/16694041/,https://en.wikipedia.org/wiki/Ringer%27s_lactate_solution,,,,
H,Harvey-Bradshaw index,Harvey-Bradshaw index,1980 - Harvey-Bradshaw index,"Colorectal,Academic,","Inflammatory Bowel Disease,IBD,Crohn's Disease,",Harvey-Bradshaw,RF Harvey & JM Bradshaw,**RF Harvey** & **JM Bradshaw**,Harvey-Bradshaw index,Bristol,Bristol,"**Bristol, UK**",Doctor_Physician,"Small bowel resection,Colectomy",,RF Harvey,1980,**1980**,M,Bristol,51.459,-2.5963,Europe,UK,UK,GBR,JM Bradshaw,,,,,,1,1,Scores,Scores,Abdomen,,No,498,49300,24551400,24.54930196,7.390076262,,No,,"Harvey RF, Bradshaw JM. **A simple index of Crohn's-disease activity**. _Lancet_. 1980; 1(8167): 514",,,,,,,,,,,,,,
H,Hashimoto's thyroiditis,Hashimoto's thyroiditis,1912 - Hashimoto's thyroiditis,Endocrine,"Inflammation,Thyroiditis",Hashimoto,Hakaru Hashimoto,**Hakaru Hashimoto**,Hashimoto,"**Fukuoka, Japan**",Fukuoka,"**Fukuoka, Japan**",Doctor_Physician,Thyroid / Parathyroid surgery,Yes,Hakaru Hashimoto,1912,**1912**,M,Fukuoka,33.626659,130.425049,Asia,Japan,Japan,JPN,,,,,Endocrine,(Para)thyroid,1,1,Pathology,Pathology,,"Endocrine,All Specialties",Yes,4339,1060000,4599340000,32.0987797,9.662695515,,Yes,,Hashimoto H. **Zur Kenntnis der lymphomatösen Veränderung der Schilddrüse (Struma lymphomatosa)**. Archiv für klinische Chirurgie. 1912; 97: 219-248,Archiv für Klinische Chirurgie,,,"Endocrine,All",,"<p style=""text-align:justify"">Autoimmune chronic lymphocytic thyroiditis results in thyroid hormone deficiency. Symptoms result from hypothyroidism. The thyroid gland may become firm, large, and lobulated. Thyroid enlargement is due to lymphocytic infiltration and fibrosis, rather than tissue hypertrophy…sNG145</p>",https://www.whonamedit.com/synd.cfm/2199.html,,,https://en.wikipedia.org/wiki/Hashimoto%27s_thyroiditis,https://icd.who.int/browse11/l-m/en#/http://id.who.int/icd/entity/972507934,,,
